station_id,record_id,primary_station_id_2,primary_station_id_3,station_name,height_of_station_above_sea_level,sub_region,region,source_id
USC00012377,1,USC00012377-1,USC00012377-120,AL DOTHAN,83.8,231,4,120
USC00012386,1,USC00012386-1,USC00012386-161,AL DOUBLE SPRINGS,246.9,231,4,161
USC00012469,1,USC00012469-1,USC00012469-120,AL E LAWRENCE/CADDO 6SW,207.3,231,4,120
USC00012577,1,USC00012577-1,USC00012577-161,AL ELBA,59.4,231,4,161
USC00012600,1,USC00012600-1,USC00012600-161,AL ELKMONT,235,231,4,161
USC00012632,1,USC00012632-1,USC00012632-161,AL ELROD,76.8,231,4,161
USC00012670,1,USC00012670-1,USC00012670-161,AL ENTERPRISE,116.1,231,4,161
USC00012675,1,USC00012675-1,USC00012675-120,AL ENTERPRISE 4 W,102.7,231,4,120
USC00012727,1,USC00012727-1,USC00012727-161,AL EUFAULA,61.6,231,4,161
USC00012730,1,USC00012730-1,USC00012730-120,AL EUFAULA WILDLIFE REF,91.4,231,4,120
USC00012737,1,USC00012737-1,USC00012737-161,AL EVA,318.5,231,4,161
USC00012742,1,USC00012742-1,USC00012742-161,AL WARRIOR L&D,34.1,231,4,161
USC00012758,1,USC00012758-1,USC00012758-120,AL EVERGREEN,88.4,231,4,120
USC00012813,1,USC00012813-1,USC00012813-120,AL FAIRHOPE 2 NE,7,231,4,120
USC00012832,1,USC00012832-1,USC00012832-161,AL FALCO OPEN POND TWR,70.1,231,4,161
USC00012840,1,USC00012840-1,USC00012840-161,AL FALKVILLE 1 E,190.5,231,4,161
USC00012848,1,USC00012848-1,USC00012848-161,AL FALLS CITY BLK POND TW,198.1,231,4,161
USC00012867,1,USC00012867-1,USC00012867-161,AL FARLEY,174,231,4,161
USC00012883,1,USC00012883-1,USC00012883-120,AL FAYETTE,100.9,231,4,120
USC00012945,1,USC00012945-1,USC00012945-161,AL FLAT ROCK,427,231,4,161
USC00012971,1,USC00012971-1,USC00012971-161,AL FLORENCE,177.1,231,4,161
USC00012976,1,USC00012976-1,USC00012976-161,AL FLORENCE AT LOCK,136.9,231,4,161
USC00013024,1,USC00013024-1,USC00013024-161,AL FT DEPOSIT,153,231,4,161
USC00013035,1,USC00013035-1,USC00013035-161,AL FT MORGAN,3,231,4,161
USC00013043,1,USC00013043-1,USC00013043-120,AL FT PAYNE,279.5,231,4,120
USC00013105,1,USC00013105-1,USC00013105-161,AL FRISCO CITY 3 SSW,83.8,231,4,161
USC00013151,1,USC00013151-1,USC00013151-161,AL GADSDEN,174,231,4,161
USC00013153,1,USC00013153-1,USC00013153-160,AL GADSDEN #2,172.2,231,4,160
USC00013154,1,USC00013154-1,USC00013154-120,AL GADSDEN,172.2,231,4,120
USC00013160,1,USC00013160-1,USC00013160-120,AL GAINESVILLE LOCK,38.1,231,4,120
USC00013200,1,USC00013200-1,USC00013200-161,AL GARDEN CITY,153,231,4,161
USC00013215,1,USC00013215-1,USC00013215-161,AL GARTH,198.1,231,4,161
USC00013251,1,USC00013251-1,USC00013251-120,AL GENEVA #2,44.2,231,4,120
USC00013255,1,USC00013255-1,USC00013255-120,AL GENEVA,32.3,231,4,120
USC00013271,1,USC00013271-1,USC00013271-161,AL GEORGIANA,91.4,231,4,161
USC00013308,1,USC00013308-1,USC00013308-161,AL GILBERTOWN,39.9,231,4,161
USC00013399,1,USC00013399-1,USC00013399-161,AL GOODWATER,307.8,231,4,161
USC00013430,1,USC00013430-1,USC00013430-161,AL GORGAS 2 ENE,106.7,231,4,161
USC00013496,1,USC00013496-1,USC00013496-161,AL GREEN BAY,85,231,4,161
USC00013511,1,USC00013511-1,USC00013511-120,AL GREENSBORO,75.9,231,4,120
USC00013519,1,USC00013519-1,USC00013519-120,AL GREENVILLE,104.2,231,4,120
USC00013524,1,USC00013524-1,USC00013524-161,AL GREENVILLE 2,128,231,4,161
USC00013559,1,USC00013559-1,USC00013559-161,AL GULF SHORES PO,3,231,4,161
USC00013573,1,USC00013573-1,USC00013573-120,AL GUNTERSVILLE,176.2,231,4,120
USC00013575,1,USC00013575-1,USC00013575-120,AL GUNTERSVILLE NO.2,181.4,231,4,120
USC00013578,1,USC00013578-1,USC00013578-161,AL GUNTERSVILLE T V A,185.9,231,4,161
USC00013583,1,USC00013583-1,USC00013583-161,AL GUNTERSVILLE DAM,185.9,231,4,161
USC00013610,1,USC00013610-1,USC00013610-161,AL HACKLEBURG,272.5,231,4,161
USC00013620,1,USC00013620-1,USC00013620-120,AL HALEYVILLE,280.4,231,4,120
USC00013644,1,USC00013644-1,USC00013644-161,AL HAMILTON,167.9,231,4,161
USC00013645,1,USC00013645-1,USC00013645-120,AL HAMILTON,149.4,231,4,120
USC00013655,1,USC00013655-1,USC00013655-120,AL HANCEVILLE,179.8,231,4,120
USC00013697,1,USC00013697-1,USC00013697-161,AL HARRISBURG CAHABA TWR,182.9,231,4,161
USC00013722,1,USC00013722-1,USC00013722-161,AL HATCHECHUBBEE,97.5,231,4,161
USC00013748,1,USC00013748-1,USC00013748-161,AL HAYNEVILLE,52.1,231,4,161
USC00013761,1,USC00013761-1,USC00013761-120,AL HEADLAND,103.9,231,4,120
USC00013775,1,USC00013775-1,USC00013775-120,AL HEFLIN,307.8,231,4,120
USC00013781,1,USC00013781-1,USC00013781-120,AL HELENA,146.3,231,4,120
USC00013783,1,USC00013783-1,USC00013783-161,AL HELENA 1 S,126.8,231,4,161
USC00013816,1,USC00013816-1,USC00013816-120,AL HIGHLAND HOME,132,231,4,120
USC00013818,1,USC00013818-1,USC00013818-120,AL HIGHLAND HOME #2,172.2,231,4,120
USC00013842,1,USC00013842-1,USC00013842-120,AL HIGHTOWER,361.2,231,4,120
USC00013899,1,USC00013899-1,USC00013899-161,AL HODGES,256,231,4,161
USC00013900,1,USC00013900-1,USC00013900-120,AL HOLLY TREE,213.4,231,4,120
USC00013930,1,USC00013930-1,USC00013930-120,AL HOLT L&D,59.4,231,4,120
USC00013931,1,USC00013931-1,USC00013931-120,AL HOPE HULL 3S,71.6,231,4,120
USC00014060,1,USC00014060-1,USC00014060-161,AL HUNTSVILLE SUBSTN,185.9,231,4,161
USC00014068,1,USC00014068-1,USC00014068-161,AL HUNTSVILLE 4 SSE,185.9,231,4,161
USC00014080,1,USC00014080-1,USC00014080-120,AL HURTSBORO,122.5,231,4,120
USC00014085,1,USC00014085-1,USC00014085-161,AL HUSTLEVILLE,305.1,231,4,161
USC00014099,1,USC00014099-1,USC00014099-161,AL HYTOP,494.1,231,4,161
USC00014115,1,USC00014115-1,USC00014115-161,AL IDER,467,231,4,161
USC00014192,1,USC00014192-1,USC00014192-161,AL JACKSON LOCK 1,3,231,4,161
USC00014193,1,USC00014193-1,USC00014193-120,AL JACKSON,67.1,231,4,120
USC00014198,1,USC00014198-1,USC00014198-161,AL JACKSON SHOALS,146,231,4,161
USC00014209,1,USC00014209-1,USC00014209-120,AL JACKSONVILLE,192,231,4,120
USC00014225,1,USC00014225-1,USC00014225-161,AL JASPER,113.1,231,4,161
USC00014226,1,USC00014226-1,USC00014226-120,AL JASPER,148.1,231,4,120
USC00014274,1,USC00014274-1,USC00014274-120,AL JONES BLUFF L&D,44.5,231,4,120
USC00014280,1,USC00014280-1,USC00014280-120,AL JOPPA 1SW,313.6,231,4,120
USC00014306,1,USC00014306-1,USC00014306-161,AL JORDAN DAM,88.4,231,4,161
USC00014431,1,USC00014431-1,USC00014431-161,AL KINSTON,82.3,231,4,161
USC00014502,1,USC00014502-1,USC00014502-120,AL LAFAYETTE 2W,225.6,231,4,120
USC00014603,1,USC00014603-1,USC00014603-161,AL LAY DAM,128,231,4,161
USC00014619,1,USC00014619-1,USC00014619-120,AL LEEDS,186.5,231,4,120
USC00014627,1,USC00014627-1,USC00014627-161,AL LEESBURG,180.1,231,4,161
USC00014734,1,USC00014734-1,USC00014734-161,AL LINCOLN,155.4,231,4,161
USC00014798,1,USC00014798-1,USC00014798-120,AL LIVINGSTON,39,231,4,120
USC00014822,1,USC00014822-1,USC00014822-161,AL LOCKHART,88.1,231,4,161
USC00014830,1,USC00014830-1,USC00014830-161,AL LOCK 1,3,231,4,161
USC00014835,1,USC00014835-1,USC00014835-161,AL PENNINGTON LOCK 2,6.1,231,4,161
USC00014840,1,USC00014840-1,USC00014840-161,AL WHITFIELD LOCK 3,9.1,231,4,161
USC00014845,1,USC00014845-1,USC00014845-161,AL LINCOLN LOCK 4,156.1,231,4,161
USC00014855,1,USC00014855-1,USC00014855-161,AL BANKHEAD L&D,85.3,231,4,161
USC00014866,1,USC00014866-1,USC00014866-161,AL LOGAN MARTIN DAM,137.2,231,4,161
USC00014884,1,USC00014884-1,USC00014884-161,AL LOUISVILLE,146.3,231,4,161
USC00014895,1,USC00014895-1,USC00014895-162,AL LUCY,-999.9,231,4,162
USC00014976,1,USC00014976-1,USC00014976-161,AL MADISON,177.1,231,4,161
USC00014977,1,USC00014977-1,USC00014977-120,AL MADISON 2N,231.6,231,4,120
USC00014996,1,USC00014996-1,USC00014996-161,AL MAGELLA,198.1,231,4,161
USC00015004,1,USC00015004-1,USC00015004-161,AL MAGNOLIA,54.9,231,4,161
USC00015108,1,USC00015108-1,USC00015108-161,AL MARION 1 N,64,231,4,161
USC00015112,1,USC00015112-1,USC00015112-161,AL MARION 7 NE,52.4,231,4,161
USC00015116,1,USC00015116-1,USC00015116-161,AL MARION JUNCTION 2 E,61.6,231,4,161
USC00015121,1,USC00015121-1,USC00015121-120,AL MARION JUNCTION 2 NE,68.3,231,4,120
USC00015131,1,USC00015131-1,USC00015131-160,AL MARTIN DAM,103.6,231,4,160
USC00015140,1,USC00015140-1,USC00015140-161,AL MARTIN DAM,103.6,231,4,161
USC00015172,1,USC00015172-1,USC00015172-120,AL MATHEWS,57.9,231,4,120
USC00015233,1,USC00015233-1,USC00015233-161,AL MC CALLA 2 NE,-999.9,231,4,161
USC00015354,1,USC00015354-1,USC00015354-120,AL MELVIN,106.7,231,4,120
USC00015382,1,USC00015382-1,USC00015382-161,AL MERTZ PONDVILLE TWR,182.9,231,4,161
USC00015397,1,USC00015397-1,USC00015397-120,AL MIDWAY,125.6,231,4,120
USC00015417,1,USC00015417-1,USC00015417-161,AL MILLERS FERRY,24.1,231,4,161
USC00015420,1,USC00015420-1,USC00015420-120,AL MILLERS FERRY L&D,35.1,231,4,120
USC00015427,1,USC00015427-1,USC00015427-161,AL MILLRY,110,231,4,161
USC00015435,1,USC00015435-1,USC00015435-120,AL MILLPORT 2 E,84.4,231,4,120
USC00015439,1,USC00015439-1,USC00015439-120,AL MILSTEAD,65.5,231,4,120
USC00015449,1,USC00015449-1,USC00015449-161,AL MINTER 3 NW,113.1,231,4,161
USC00015465,1,USC00015465-1,USC00015465-161,AL MITCHELL DAM,106.7,231,4,161
USC00015483,1,USC00015483-1,USC00015483-161,AL MOBILE,3,231,4,161
USC00015529,1,USC00015529-1,USC00015529-161,AL MONTE SANO,488,231,4,161
USC00015537,1,USC00015537-1,USC00015537-120,AL MONTEVALLO,125,231,4,120
USC00015539,1,USC00015539-1,USC00015539-161,AL MONTEVALLO 5 NW,249.9,231,4,161
USC00015547,1,USC00015547-1,USC00015547-161,AL MONTGOMERY #2,67.1,231,4,161
USC00015553,1,USC00015553-1,USC00015553-120,AL MONTGOMERY 6SW,68.6,231,4,120
USC00015555,1,USC00015555-1,USC00015555-161,AL MONTGOMERY WB CITY,78,231,4,161
USC00015625,1,USC00015625-1,USC00015625-161,AL MOULTON,192,231,4,161
USC00015635,1,USC00015635-1,USC00015635-120,AL MOULTON 2,189.6,231,4,120
USC00015658,1,USC00015658-1,USC00015658-120,AL MOUNDVILLE,36.6,231,4,120
USC00015751,1,USC00015751-1,USC00015751-120,AL MUSCLE SHOALS WTP,164.6,231,4,120
USC00015752,1,USC00015752-1,USC00015752-120,AL MUSCLE SHOALS 3 NE,162.8,231,4,120
USC00015785,1,USC00015785-1,USC00015785-161,AL NATCHEZ,54.9,231,4,161
USC00015842,1,USC00015842-1,USC00015842-161,AL NEW BROCKTON,139.9,231,4,161
USC00015847,1,USC00015847-1,USC00015847-161,AL NEWBURG 2 NE,192,231,4,161
USC00015862,1,USC00015862-1,USC00015862-161,AL NEW MARKET,232,231,4,161
USC00015867,1,USC00015867-1,USC00015867-161,AL NEW MARKET 2,223.1,231,4,161
USC00015875,1,USC00015875-1,USC00015875-161,AL NEWTON,42.4,231,4,161
USC00015890,1,USC00015890-1,USC00015890-161,AL NEW WILSON LOCK,177.1,231,4,161
USC00016000,1,USC00016000-1,USC00016000-120,AL OAK MTN STATE PARK HQ,176.8,231,4,120
USC00016001,1,USC00016001-1,USC00016001-120,AL OAKMAN,109.7,231,4,120
USC00016121,1,USC00016121-1,USC00016121-120,AL ONEONTA,333.8,231,4,120
USC00016129,1,USC00016129-1,USC00016129-120,AL OPELIKA,191.1,231,4,120
USC00016161,1,USC00016161-1,USC00016161-161,AL ORRVILLE,61,231,4,161
USC00016196,1,USC00016196-1,USC00016196-120,AL OWENS CROSS ROADS 3S,179.8,231,4,120
USC00016218,1,USC00016218-1,USC00016218-161,AL OZARK 6 NNW,143.3,231,4,161
USC00016226,1,USC00016226-1,USC00016226-161,AL PAINT ROCK 2 N,195.1,231,4,161
USC00016246,1,USC00016246-1,USC00016246-120,AL PALMERDALE,220.1,231,4,120
USC00016328,1,USC00016328-1,USC00016328-161,AL PELL CITY 2 W,246.9,231,4,161
USC00016329,1,USC00016329-1,USC00016329-161,AL PELL CITY 1 NNE,292.9,231,4,161
USC00016334,1,USC00016334-1,USC00016334-161,AL PENNINGTON 2 NE,25.9,231,4,161
USC00016335,1,USC00016335-1,USC00016335-161,AL PENNINGTON LOCK 2,6.1,231,4,161
USC00016362,1,USC00016362-1,USC00016362-161,AL PERRYVILLE,82.9,231,4,161
USC00016370,1,USC00016370-1,USC00016370-161,AL PETERMAN,73.2,231,4,161
USC00016397,1,USC00016397-1,USC00016397-161,AL PHENIX CITY 5 NW,118.9,231,4,161
USC00016398,1,USC00016398-1,USC00016398-161,AL PHENIX CITY 2 NNW,174,231,4,161
USC00016414,1,USC00016414-1,USC00016414-161,AL PICKENSVILLE,52.1,231,4,161
USC00016418,1,USC00016418-1,USC00016418-161,AL PICKENSVILLE,54.9,231,4,161
USC00016436,1,USC00016436-1,USC00016436-120,AL PINE APPLE,80.8,231,4,120
USC00016460,1,USC00016460-1,USC00016460-161,AL PINE HILL,34.1,231,4,161
USC00016468,1,USC00016468-1,USC00016468-161,AL PINE LEVEL 4 ESE,146.3,231,4,161
USC00016478,1,USC00016478-1,USC00016478-120,AL PINSON,185.3,231,4,120
USC00016501,1,USC00016501-1,USC00016501-161,AL PITTSVIEW,115.8,231,4,161
USC00016508,1,USC00016508-1,USC00016508-120,AL PLANTERSVILLE 2 SSE,70.1,231,4,120
USC00016521,1,USC00016521-1,USC00016521-161,AL PLEASANT GROVE SCHOOL,192,231,4,161
USC00016526,1,USC00016526-1,USC00016526-161,AL PLEASANT HILL,31.1,231,4,161
USC00016640,1,USC00016640-1,USC00016640-161,AL PRATTVILLE,92,231,4,161
USC00016643,1,USC00016643-1,USC00016643-161,AL PRATTVILLE 3 SW,107,231,4,161
USC00016684,1,USC00016684-1,USC00016684-161,AL PRIMROSE FARM,54.9,231,4,161
USC00016719,1,USC00016719-1,USC00016719-161,AL PUSHMATAHA,78.9,231,4,161
USC00016760,1,USC00016760-1,USC00016760-120,AL RAGLAND 2 SSW,151.2,231,4,120
USC00016762,1,USC00016762-1,USC00016762-161,AL RAINSVILLE,402.9,231,4,161
USC00016805,1,USC00016805-1,USC00016805-161,AL RED BAY,207,231,4,161
USC00016833,1,USC00016833-1,USC00016833-161,AL REDSTONE ARSENAL,174,231,4,161
USC00016847,1,USC00016847-1,USC00016847-120,AL REFORM,70.1,231,4,120
USC00016937,1,USC00016937-1,USC00016937-161,AL RIVER FALLS,54.9,231,4,161
USC00016942,1,USC00016942-1,USC00016942-161,AL RIVER FALLS 2 NE,57.9,231,4,161
USC00016988,1,USC00016988-1,USC00016988-120,AL ROBERTSDALE,49.1,231,4,120
USC00017020,1,USC00017020-1,USC00017020-120,AL ROCKFORD 3 ESE,182.9,231,4,120
USC00017025,1,USC00017025-1,USC00017025-120,AL ROCK MILLS,230.1,231,4,120
USC00017126,1,USC00017126-1,USC00017126-161,AL RUSSELLVILLE,225.9,231,4,161
USC00017131,1,USC00017131-1,USC00017131-120,AL RUSSELLVILLE #2,253,231,4,120
USC00017157,1,USC00017157-1,USC00017157-120,AL SAINT BERNARD,238.7,231,4,120
USC00017207,1,USC00017207-1,USC00017207-120,AL SAND MT SUBSTN,362.7,231,4,120
USC00017282,1,USC00017282-1,USC00017282-161,AL SAYRE 5 NW,92.7,231,4,161
USC00017304,1,USC00017304-1,USC00017304-120,AL SCOTTSBORO,187.5,231,4,120
USC00017310,1,USC00017310-1,USC00017310-161,AL SCOTTSBORO SUBSTN,200.9,231,4,161
USC00017326,1,USC00017326-1,USC00017326-120,AL SEALE,121.9,231,4,120
USC00017328,1,USC00017328-1,USC00017328-161,AL SEALE,118.9,231,4,161
USC00017329,1,USC00017329-1,USC00017329-161,AL SEALE 6 W,167.9,231,4,161
USC00017366,1,USC00017366-1,USC00017366-120,AL SELMA,44.8,231,4,120
USC00017415,1,USC00017415-1,USC00017415-161,AL SHEFFIELD TVA NURSERY,156.1,231,4,161
USC00017460,1,USC00017460-1,USC00017460-161,AL SHOEMAKER SPRINGS,185.9,231,4,161
USC00017576,1,USC00017576-1,USC00017576-161,AL SLOCOMB,75.9,231,4,161
USC00017620,1,USC00017620-1,USC00017620-161,AL SNOW HILL,70.1,231,4,161
USC00017671,1,USC00017671-1,USC00017671-161,AL SOUTH HILL,342,231,4,161
USC00017674,1,USC00017674-1,USC00017674-120,AL SW HUNTSVILLE,178.3,231,4,120
USC00017733,1,USC00017733-1,USC00017733-161,AL SPRING HILL,54.9,231,4,161
USC00017734,1,USC00017734-1,USC00017734-120,AL SPRINGVILLE,204.2,231,4,120
USC00017947,1,USC00017947-1,USC00017947-120,AL SULLIGENT,122.8,231,4,120
USC00017955,1,USC00017955-1,USC00017955-161,AL SUMITON,94.5,231,4,161
USC00017963,1,USC00017963-1,USC00017963-161,AL SUTTLE,44.2,231,4,161
USC00017968,1,USC00017968-1,USC00017968-161,AL SWAIM,203.9,231,4,161
USC00017994,1,USC00017994-1,USC00017994-161,AL SYLACAUGA 2 W,167.9,231,4,161
USC00017999,1,USC00017999-1,USC00017999-120,AL SYLACAUGA 4 NE,153.6,231,4,120
USC00018012,1,USC00018012-1,USC00018012-161,AL SYLVANIA,427,231,4,161
USC00018024,1,USC00018024-1,USC00018024-120,AL TALLADEGA,154.8,231,4,120
USC00018032,1,USC00018032-1,USC00018032-161,AL TALLADEGA HORN MTN TWR,586.1,231,4,161
USC00018038,1,USC00018038-1,USC00018038-120,AL TALLAPOOSA WTR PLT,53.9,231,4,120
USC00018178,1,USC00018178-1,USC00018178-120,AL THOMASVILLE,118.9,231,4,120
USC00018204,1,USC00018204-1,USC00018204-161,AL THORSBY 1 SW,61,231,4,161
USC00018209,1,USC00018209-1,USC00018209-120,AL THORSBY EXP STN,207.3,231,4,120
USC00018215,1,USC00018215-1,USC00018215-161,AL THURLOW DAM,87.8,231,4,161
USC00018223,1,USC00018223-1,USC00018223-161,AL TIBBIE 2 S,70.1,231,4,161
USC00018259,1,USC00018259-1,USC00018259-161,AL TONEY,253,231,4,161
USC00018285,1,USC00018285-1,USC00018285-161,AL TRAFFORD,143,231,4,161
USC00018323,1,USC00018323-1,USC00018323-120,AL TROY,165.2,231,4,120
USC00018380,1,USC00018380-1,USC00018380-120,AL TUSCALOOSA ACFD,50.3,231,4,120
USC00018385,1,USC00018385-1,USC00018385-120,AL TUSCALOOSA OLIVER DAM,44.2,231,4,120
USC00018391,1,USC00018391-1,USC00018391-161,AL TUSCUMBIA,149,231,4,161
USC00018398,1,USC00018398-1,USC00018398-161,AL TUSKEGEE,139.9,231,4,161
USC00018403,1,USC00018403-1,USC00018403-161,AL TUSKEGEE 3 S,128,231,4,161
USC00018406,1,USC00018406-1,USC00018406-161,AL TUSKEGEE 3 SW,128,231,4,161
USC00018438,1,USC00018438-1,USC00018438-120,AL UNION SPRINGS 9 S,134.1,231,4,120
USC00018446,1,USC00018446-1,USC00018446-120,AL UNIONTOWN,50.3,231,4,120
USC00018454,1,USC00018454-1,USC00018454-161,AL UNIVERSITY,70.1,231,4,161
USC00018469,1,USC00018469-1,USC00018469-120,AL VALLEY HEAD,341.7,231,4,120
USC00018477,1,USC00018477-1,USC00018477-161,AL VANCE,149,231,4,161
USC00018517,1,USC00018517-1,USC00018517-120,AL VERNON,90.5,231,4,120
USC00018580,1,USC00018580-1,USC00018580-161,AL VIDA 2 SE,136.9,231,4,161
USC00018605,1,USC00018605-1,USC00018605-161,AL WADLEY,205.7,231,4,161
USC00018608,1,USC00018608-1,USC00018608-120,AL WADLEY NR 2,245.1,231,4,120
USC00018637,1,USC00018637-1,USC00018637-120,AL WALLACE 2 E,62.5,231,4,120
USC00018648,1,USC00018648-1,USC00018648-120,AL WALNUT GROVE,259.1,231,4,120
USC00018653,1,USC00018653-1,USC00018653-120,AL WALNUT HILL 3 W,171.6,231,4,120
USC00018668,1,USC00018668-1,USC00018668-161,AL WARRIOR,164.9,231,4,161
USC00018670,1,USC00018670-1,USC00018670-161,AL WARRIOR,158.5,231,4,161
USC00018673,1,USC00018673-1,USC00018673-120,AL WARRIOR L&D,33.5,231,4,120
USC00018686,1,USC00018686-1,USC00018686-161,AL WATERLOO,139.9,231,4,161
USC00018692,1,USC00018692-1,USC00018692-161,AL WEDOWEE,251.8,231,4,161
USC00018755,1,USC00018755-1,USC00018755-161,AL WEISS DAM,179.8,231,4,161
USC00018809,1,USC00018809-1,USC00018809-120,AL W BLOCTON,161.5,231,4,120
USC00018812,1,USC00018812-1,USC00018812-120,AL VINEMONT 2NNW,280.4,231,4,120
USC00018859,1,USC00018859-1,USC00018859-120,AL WETUMPKA,97.2,231,4,120
USC00018862,1,USC00018862-1,USC00018862-161,AL WETUMPKA 8 SE,53.3,231,4,161
USC00018867,1,USC00018867-1,USC00018867-161,AL WHATLEY,51.8,231,4,161
USC00018875,1,USC00018875-1,USC00018875-161,AL WHEELER DAM,177.1,231,4,161
USC00018925,1,USC00018925-1,USC00018925-161,AL WHITFIELD LOCK 3,9.1,231,4,161
USC00018936,1,USC00018936-1,USC00018936-161,AL WIDOWS CREEK STEAM PLT,192,231,4,161
USC00018980,1,USC00018980-1,USC00018980-161,AL WILSON DAM,161.8,231,4,161
USC00018998,1,USC00018998-1,USC00018998-120,AL WINFIELD 2 SW,158.5,231,4,120
USC00019103,1,USC00019103-1,USC00019103-161,AL YATES HYDRO PLT,103.9,231,4,161
USC00019350,1,USC00019350-1,USC00019350-161,AL YOUNGS STORE,225.9,231,4,161
USC00020060,1,USC00020060-1,USC00020060-120,AZ AGUILA,659.9,231,4,120
USC00020080,1,USC00020080-1,USC00020080-120,AZ AJO,533.7,231,4,120
USC00020088,1,USC00020088-1,USC00020088-161,AZ AJO WELL,435.9,231,4,161
USC00020096,1,USC00020096-1,USC00020096-161,AZ ALAMO,323.1,231,4,161
USC00020097,1,USC00020097-1,USC00020097-161,AZ ALAMO 8 SW,289.9,231,4,161
USC00020098,1,USC00020098-1,USC00020098-162,AZ ALAMO RS,926.9,231,4,162
USC00020099,1,USC00020099-1,USC00020099-161,AZ ALAMO DAM 6 ESE,451.1,231,4,161
USC00020100,1,USC00020100-1,USC00020100-120,AZ ALAMO DAM,393.2,231,4,120
USC00020104,1,USC00020104-1,USC00020104-161,AZ ALHAMBRA,348.1,231,4,161
USC00020159,1,USC00020159-1,USC00020159-120,AZ ALPINE,2453.6,231,4,120
USC00020170,1,USC00020170-1,USC00020170-120,AZ ALPINE 18 SW,2792,231,4,120
USC00020174,1,USC00020174-1,USC00020174-161,AZ ALPINE 8 SSE,2051.3,231,4,161
USC00020204,1,USC00020204-1,USC00020204-161,AZ AMADO,929.9,231,4,161
USC00020287,1,USC00020287-1,USC00020287-120,AZ ANVIL RCH,840.9,231,4,120
USC00020288,1,USC00020288-1,USC00020288-120,AZ APACHE JUNCTION 5 NE,630.9,231,4,120
USC00020291,1,USC00020291-1,USC00020291-161,AZ ANVIL ROCK,1603.9,231,4,161
USC00020300,1,USC00020300-1,USC00020300-161,AZ APACHE 6 WNW,1641,231,4,161
USC00020306,1,USC00020306-1,USC00020306-161,AZ APACHE JUNCTION,524.9,231,4,161
USC00020307,1,USC00020307-1,USC00020307-161,AZ APACHE JUNCTION 4 NNW,576.1,231,4,161
USC00020309,1,USC00020309-1,USC00020309-161,AZ APACHE POWDER COMPANY,1124.4,231,4,161
USC00020344,1,USC00020344-1,USC00020344-161,AZ ARAVAIPA RS,1118.9,231,4,161
USC00020380,1,USC00020380-1,USC00020380-120,AZ ARIVACA,1112.2,231,4,120
USC00020404,1,USC00020404-1,USC00020404-120,AZ ARIZONA CITY,464.8,231,4,120
USC00020406,1,USC00020406-1,USC00020406-161,AZ ARIZONA FALLS 1 WNW,381,231,4,161
USC00020415,1,USC00020415-1,USC00020415-161,AZ ARIZONA SONORA DSRT MU,860.1,231,4,161
USC00020433,1,USC00020433-1,USC00020433-161,AZ ARSENIC TUBS,1434.1,231,4,161
USC00020482,1,USC00020482-1,USC00020482-161,AZ ASH FORK 6 N,1617,231,4,161
USC00020487,1,USC00020487-1,USC00020487-161,AZ ASH FORK 3,1546.9,231,4,161
USC00020490,1,USC00020490-1,USC00020490-161,AZ ASH FORK 5 N,1623.4,231,4,161
USC00020492,1,USC00020492-1,USC00020492-161,AZ ASH FORK 12 WNW,1749.6,231,4,161
USC00020494,1,USC00020494-1,USC00020494-161,AZ ASH FORK CAMPGROUND,1570,231,4,161
USC00020498,1,USC00020498-1,USC00020498-120,AZ ASHURST HAYDEN DAM,478.5,231,4,120
USC00020582,1,USC00020582-1,USC00020582-162,AZ BAGDAD,976,231,4,162
USC00020584,1,USC00020584-1,USC00020584-161,AZ BAGDAD 2,1254.9,231,4,161
USC00020586,1,USC00020586-1,USC00020586-120,AZ BAGDAD,1199.4,231,4,120
USC00020590,1,USC00020590-1,USC00020590-161,AZ BAGDAD 8 NE,1293,231,4,161
USC00020625,1,USC00020625-1,USC00020625-161,AZ BAR T BAR RCH,946.1,231,4,161
USC00020632,1,USC00020632-1,USC00020632-120,AZ BARTLETT DAM,502.9,231,4,120
USC00020640,1,USC00020640-1,USC00020640-161,AZ BEACH RCH,1147,231,4,161
USC00020660,1,USC00020660-1,USC00020660-161,AZ BEARDSLEY,387.1,231,4,161
USC00020665,1,USC00020665-1,USC00020665-161,AZ BEAR VALLEY,1229,231,4,161
USC00020670,1,USC00020670-1,USC00020670-161,AZ BEAVER CREEK,1074.4,231,4,161
USC00020671,1,USC00020671-1,USC00020671-161,AZ BEAVER DAM,571.5,231,4,161
USC00020672,1,USC00020672-1,USC00020672-120,AZ BEAVER DAM,588.6,231,4,120
USC00020675,1,USC00020675-1,USC00020675-161,AZ BEAVERHEAD LODGE,2467.1,231,4,161
USC00020678,1,USC00020678-1,USC00020678-120,AZ BELLEMONT WFO,2179.9,231,4,120
USC00020680,1,USC00020680-1,USC00020680-161,AZ BENSON,1118.9,231,4,161
USC00020683,1,USC00020683-1,USC00020683-120,AZ BENSON 6SE,1124.7,231,4,120
USC00020690,1,USC00020690-1,USC00020690-161,AZ BENSON 23 NNW,958,231,4,161
USC00020750,1,USC00020750-1,USC00020750-120,AZ BETATAKIN,2220.8,231,4,120
USC00020758,1,USC00020758-1,USC00020758-161,AZ BIG LAKE,2745,231,4,161
USC00020768,1,USC00020768-1,USC00020768-161,AZ BISBEE,1617.6,231,4,161
