primary_station_id_3,region,sub_region,report_type,height_of_station_above_sea_level,station_name
SWI0000ESNO-223-9,196,6,4,108,ORNSKOLDSVIK 02267
SWI0000ESNQ-223-2,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-3,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-4,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-5,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-6,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-7,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-8,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-9,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-10,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-11,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-12,196,6,4,460,KIRUNA 02044
SWI0000ESNQ-223-13,196,6,0,460,KIRUNA 02044
SWI0000ESNS-223-1,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-2,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-3,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-4,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-5,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-6,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-7,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-8,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-9,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-10,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-11,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNS-223-12,196,6,4,48,SKELLEFTEA 02293
SWI0000ESNU-223-1,196,6,4,7,UMEA 02286
SWI0000ESNU-223-2,196,6,4,7,UMEA 02286
SWI0000ESNU-223-3,196,6,4,7,UMEA 02286
SWI0000ESNU-223-4,196,6,4,7,UMEA 02286
SWI0000ESNU-223-5,196,6,4,7,UMEA 02286
SWI0000ESNU-223-6,196,6,4,7,UMEA 02286
SWI0000ESNU-223-7,196,6,4,7,UMEA 02286
SWI0000ESNU-223-8,196,6,4,7,UMEA 02286
SWI0000ESNU-223-9,196,6,4,7,UMEA 02286
SWI0000ESNY-223-2,196,6,4,27,SODERHAMN
SWI0000ESNY-223-3,196,6,4,27,SODERHAMN
SWI0000ESNY-223-4,196,6,4,27,SODERHAMN
SWI0000ESNY-223-5,196,6,4,27,SODERHAMN
SWI0000ESNY-223-6,196,6,4,27,SODERHAMN
SWI0000ESNY-223-7,196,6,4,27,SODERHAMN
SWI0000ESNY-223-8,196,6,4,27,SODERHAMN
SWI0000ESNY-223-9,196,6,0,27,SODERHAMN
SWI0000ESNZ-223-1,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-2,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-3,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-4,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-5,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-6,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-7,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-8,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-9,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-10,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-11,196,6,4,376,OSTERSUND 02226
SWI0000ESNZ-223-12,196,6,4,376,OSTERSUND 02226
SWI0000ESOE-223-1,196,6,4,57,OREBRO
SWI0000ESOE-223-2,196,6,4,57,OREBRO
SWI0000ESOE-223-3,196,6,4,57,OREBRO
SWI0000ESOE-223-4,196,6,4,57,OREBRO
SWI0000ESOE-223-5,196,6,4,57,OREBRO
SWI0000ESOE-223-6,196,6,4,57,OREBRO
SWI0000ESOE-223-7,196,6,4,57,OREBRO
SWI0000ESOE-223-8,196,6,4,57,OREBRO
SWI0000ESOE-223-9,196,6,4,57,OREBRO
SWI0000ESOK-223-1,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-2,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-3,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-4,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-5,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-6,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-7,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-8,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-9,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-10,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-11,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-12,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-13,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-14,196,6,4,107,KARLSTAD 02418
SWI0000ESOK-223-15,196,6,4,107,KARLSTAD 02418
SWI0000ESOW-223-1,196,6,4,6,VASTERAS 02446
SWI0000ESOW-223-2,196,6,4,6,VASTERAS 02446
SWI0000ESOW-223-3,196,6,4,6,VASTERAS 02446
SWI0000ESOW-223-4,196,6,4,6,VASTERAS 02446
SWI0000ESOW-223-5,196,6,4,6,VASTERAS 02446
SWI0000ESOW-223-6,196,6,4,6,VASTERAS 02446
SWI0000ESPA-223-1,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-2,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-3,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-4,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-5,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-6,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-7,196,6,4,20,KALLAX 02186
SWI0000ESPA-223-8,196,6,4,20,KALLAX 02186
SWI0000ESPC-223-1,196,6,4,376,FROSON 02062
SWI0000ESPC-223-2,196,6,4,376,FROSON 02062
SWI0000ESPC-223-3,196,6,4,376,FROSON 02062
SWI0000ESPC-223-4,196,6,4,376,FROSON 02062
SWI0000ESPC-223-5,196,6,4,376,FROSON 02062
SWI0000ESPE-223-1,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-2,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-3,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-4,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-5,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-6,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-7,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-8,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-9,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-10,196,6,4,182,VIDSEL 02154
SWI0000ESPE-223-11,196,6,4,182,VIDSEL 02154
SWI0000ESSD-223-2,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-3,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-4,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-5,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-6,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-7,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-8,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-9,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-10,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-11,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-12,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-13,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-14,196,6,4,153,BORLANGE 02435
SWI0000ESSD-223-15,196,6,0,153,BORLANGE 02435
SWI0000ESSF-223-1,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-2,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-3,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-4,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-5,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-6,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-7,196,6,4,112,HULTSFRED 02565
SWI0000ESSF-223-8,196,6,4,112,HULTSFRED 02565
SWI0000ESSL-223-1,196,6,4,52,SAAB
SWI0000ESSL-223-2,196,6,4,52,SAAB
SWI0000ESSL-223-3,196,6,4,52,SAAB
SWI0000ESSL-223-4,196,6,4,52,SAAB
SWI0000ESSL-223-5,196,6,4,52,SAAB
SWI0000ESSL-223-6,196,6,4,52,SAAB
SWI0000ESSL-223-7,196,6,4,52,SAAB
SWI0000ESSL-223-8,196,6,4,52,SAAB
SWI0000ESSP-223-2,196,6,4,10,KUNGSANGEN 02571
SWI0000ESSP-223-3,196,6,4,10,KUNGSANGEN 02571
SWI0000ESSP-223-4,196,6,4,10,KUNGSANGEN 02571
SWI0000ESSP-223-5,196,6,4,10,KUNGSANGEN 02571
SWI0000ESSP-223-6,196,6,4,10,KUNGSANGEN 02571
SWI0000ESSP-223-7,196,6,0,10,KUNGSANGEN 02571
SWI0000ESST-223-1,196,6,4,120,TORSBY
SWI0000ESST-223-2,196,6,4,120,TORSBY
SWI0000ESTL-223-1,196,6,4,43,LJUNGBYHED
SWI0000ESTL-223-2,196,6,4,43,LJUNGBYHED
SWI0000ESTL-223-3,196,6,4,43,LJUNGBYHED
SWI0000ESTL-223-4,196,6,4,43,LJUNGBYHED
SWI0000ESUD-223-1,196,6,4,279,STORUMAN 02126
SWI0000ESUD-223-2,196,6,4,279,STORUMAN 02126
SWI0000ESUD-223-3,196,6,4,279,STORUMAN 02126
SWI0000ESUD-223-4,196,6,4,279,STORUMAN 02126
SWI0000ESUD-223-5,196,6,4,279,STORUMAN 02126
SWI0000ESUF-223-1,196,6,4,195,FALLFORS 02159
SWI0000ESUF-223-2,196,6,4,195,FALLFORS 02159
SWI0000ESUF-223-3,196,6,4,195,FALLFORS 02159
SWI0000ESUF-223-4,196,6,4,195,FALLFORS 02159
SWI0000ESUF-223-5,196,6,4,195,FALLFORS 02159
SWI0000ESUT-223-1,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-2,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-3,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-4,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-5,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-6,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-7,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-8,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-9,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-10,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-11,196,6,4,458,HEMAVAN 02101
SWI0000ESUT-223-12,196,6,4,458,HEMAVAN 02101
SWI0000ESGL-223-1,196,6,4,61,LIDKOPING
SWI0000ESMA-223-1,196,6,4,135,EMMABODA
SWI0000ESNV-223-1,196,6,4,348,VILHELMINA
SWI0000ESPJ-223-1,196,6,4,36,HEDEN 02169
SWI0000ESQO-223-1,196,6,4,10,ARBOGA
SWI0000ESSC-223-1,196,6,4,8,ESKILSTUNA/EKEBY
SWI0000ESUP-223-1,196,6,4,165,PAJALA
SWA00022761-245-1,196,6,0,5,NORDMALING
SWA00025291-245-1,196,6,0,20,VARBERG
SWA00025331-245-1,196,6,0,120,SKARA
SWA00025511-245-1,196,6,0,99,JONKOPING
SWA00025511-245-2,196,6,0,99,JONKOPING
SWA00026040-245-1,196,6,0,30,HALMSTAD (SWE-AFB)
SWI0000ESGP-245-1,196,6,0,18,SAVE 02512
SWI0000ESGT-245-1,196,6,0,42,TROLLHATTAN VANERSBORG
SWI0000ESMV-245-1,196,6,0,170,HAGSHULT 02556
SWI0000ESND-245-1,196,6,0,359,SVEG
SWI0000ESNQ-245-1,196,6,0,460,KIRUNA 02044
SWI0000ESNY-245-1,196,6,0,27,SODERHAMN
SWI0000ESSD-245-1,196,6,0,153,BORLANGE 02435
SWI0000ESSP-245-1,196,6,0,10,KUNGSANGEN 02571
SWM00002018-245-1,196,6,0,415,SUORVA 02018
SWM00002048-245-1,196,6,0,375,MALMBERGET 02048
SWM00002050-245-1,196,6,0,508,RIKSGRANSEN 02050
SWM00002081-245-1,69,6,0,330,KARESUANDO 02081
SWM00002081-245-2,69,6,0,330,KARESUANDO 02081
SWM00002095-245-1,196,6,0,171,PAJALA 02095
SWM00002119-245-1,196,6,0,320,KVIKKJOKK ARRENJARKA 02119
SWM00002196-245-1,196,6,0,6,HAPARANDA 02196
SWM00002196-245-2,196,6,0,6,HAPARANDA 02196
SWM00002222-245-1,196,6,0,330,GADDEDE 02222
SWM00002229-245-1,196,6,0,374,OSTERSUND-SOL 02229
SWM00002254-245-1,196,6,0,308,ASELE 02254
SWM00002288-245-1,0,6,0,6,HOLMOGADD 02288
SWM00002327-245-1,196,6,0,362,SVEG A 02327
SWM00002354-245-1,0,6,0,80,RASTA 02354
SWM00002361-245-1,196,6,0,8,HARNOSAND 02361
SWM00002361-245-2,196,6,0,8,HARNOSAND 02361
SWM00002419-245-1,196,6,0,46,KARLSTAD SOL 02419
SWM00002419-245-2,196,6,0,46,KARLSTAD SOL 02419
SWM00002426-245-1,196,6,0,188,GUSTAVSFORS 02426
SWM00002462-245-1,196,6,0,13,UPPSALA UNIVERSITY 02462
SWM00002465-245-1,196,6,0,22,STOCKHOLM/BROMMA UA 02465
SWM00002465-245-2,196,6,0,22,STOCKHOLM/BROMMA UA 02465
SWM00002465-245-3,196,6,0,22,STOCKHOLM/BROMMA UA 02465
SWM00002584-245-1,0,6,0,12,GOTSKA SANDON 02584
SWM00002591-245-1,196,6,0,47,VISBY AEROLOGISKA STATION 02591
SWM00002591-245-2,196,6,0,47,VISBY AEROLOGISKA STATION 02591
SWM00002592-245-1,0,6,0,4,OLANDS NORRA UDDE 02592
SWM00002632-245-1,0,6,0,3,UTKLIPPAN 02632
SWM00002635-245-1,196,6,0,21,MALMO 02635
SWM00002635-245-2,196,6,0,21,MALMO 02635
SWM00002670-245-1,196,6,0,4,KALMAR 02670
SWM00002670-245-2,196,6,0,4,KALMAR 02670
SWU00045067-245-2,196,6,0,122,FALUN SWEDEN 00506
SWU00045075-245-2,0,6,0,13,LANDSORT SWEDEN 00507
SWU00052052-245-2,196,6,0,337,KVIKKJOKK SWEDEN 00205
SWM00010056-245-1,196,6,0,328,STENSELE SWEDEN 00205
SWU00045051-245-1,196,6,0,321,OSTERSUND SWEDEN 00505
SWU00045056-245-1,196,6,0,328,STENSELE SWEDEN 00205
SWU00045058-245-1,196,6,0,451,SARNA SWEDEN 00206
SWU00045063-245-1,196,6,0,598,STORLIEN SWEDEN 00506
SWU00045071-245-1,196,6,0,33,OREBRO SWEDEN 00507
SWU00045078-245-1,196,6,0,72,BJURAKER SWEDEN 00507
SWU00045080-245-1,196,6,0,173,VAXJO SWEDEN 00508
SWU00045092-245-1,0,6,0,5,YSTAD SWEDEN 00509
SWU00052053-245-1,196,6,0,393,MALMBERGET SWEDEN 00205
SWU00052056-245-1,196,6,0,330,STENSELE SWEDEN 00205
SWU00052057-245-1,196,6,0,16,LULEA SWEDEN (KALLAX) 00205
SWU00052067-245-1,196,6,0,458,SARNA SWEDEN 00206
SWU00052115-245-1,196,6,0,781,STORLIEN SWEDEN (SKURDALSHOJDE 00211
SWU00010940-249-1,190,6,0,9999,1.00E+44
SWU118184-1-254-1,231,4,0,183,IL_SPRINGFIELD
SWM00002591-261-6,196,6,0,47,VISBY AEROLOGISKA STATION 02591
SWM00002633-261-4,196,6,0,86,LUND SOL 02633
SWU001152-1-261-1,166,6,0,9999,BODOE
SWU012738-1-261-1,196,6,0,9999,HAERNOESAND
SWU141455-1-262-1,37,4,0,495,CASTLEGARA
SWU001090-1-263-1,161,1,0,489,ZINDER
SWU2045-6-1-271-1,159,1,0,45,KAAPFRIO
SWU022954-1-286-1,190,6,0,202,VOZEGA
SWU023383-1-286-1,190,2,0,278,AGATA
SWU071203-1-286-1,37,4,0,456,KELOWNAAWOS
SWU16-00002-316-1,166,6,0,53,SKUDESNAES
SWU16-00003-316-1,196,6,0,70,STOCKHOLM OBSERVATORY
SWA00020220-332-2,196,6,0,394,ABISKO
SWA00021431-332-3,196,6,0,18,STROMSTAD
SWA00022301-332-2,196,6,0,401,HOGLAND
SWA00022361-332-4,196,6,0,341,HALLVIKEN
SWA00023191-332-2,196,6,0,220,AMBJORNARP
SWA00024730-332-2,0,6,0,40,UNDERSTEN (LGT-H)
SWA00025291-332-4,196,6,0,20,VARBERG
SWA00025411-332-2,196,6,0,144,SNAVLUNDA
SWA00025511-332-5,196,6,0,99,JONKOPING
SWA00025681-332-2,196,6,0,115,ALLGUNNEN
SWA00025990-332-2,0,6,0,5,NASUDDEN
SWA00026040-332-3,196,6,0,30,HALMSTAD (SWE-AFB)
SWA00026170-332-2,0,6,0,8,MAGLARP (AUT)
SWI0000ESCF-332-10,196,6,0,94,MALMEN 02562
SWI0000ESCM-332-9,196,6,0,21,UPPSALA 02458
SWI0000ESCN-332-8,196,6,0,54,TULLINGE 02469
SWI0000ESFU-332-4,196,6,0,166,VAXJO / URASA(SAFB)
SWI0000ESGP-332-10,196,6,0,18,SAVE 02512
SWI0000ESIB-332-13,196,6,0,55,SATENAS 02520
SWI0000ESMV-332-11,196,6,0,170,HAGSHULT 02556
SWI0000ESMX-332-7,196,6,0,186,KRONOBERG 02641
SWI0000ESNY-332-10,196,6,0,27,SODERHAMN
SWI0000ESOW-332-7,196,6,0,6,VASTERAS 02446
SWI0000ESPA-332-9,196,6,0,20,KALLAX 02186
SWI0000ESTL-332-5,196,6,0,43,LJUNGBYHED
SWI0000ESUD-332-6,196,6,0,279,STORUMAN 02126
SWM00002023-332-4,196,6,0,512,TORNEHAMN (AUT) 02023
SWM00002050-332-3,196,6,0,508,RIKSGRANSEN 02050
SWM00002054-332-9,196,6,0,360,NEDRE SOPPERO 02054
SWM00002081-332-7,69,6,0,330,KARESUANDO 02081
SWM00002096-332-5,196,6,0,168,PAJALA 02096
SWM00002130-332-7,196,6,0,481,ROPARUDDEN 02130
SWM00002196-332-8,196,6,0,6,HAPARANDA 02196
SWM00002209-332-11,196,6,0,1030,SYLARNA 02209
SWM00002215-332-4,196,6,0,1280,ARESKUTAN 02215
SWM00002222-332-10,196,6,0,330,GADDEDE 02222
SWM00002229-332-4,196,6,0,374,OSTERSUND-SOL 02229
SWM00002254-332-10,196,6,0,308,ASELE 02254
SWM00002288-332-7,0,6,0,6,HOLMOGADD 02288
SWM00002307-332-8,196,6,0,869,IDRE FJALL 02307
SWM00002327-332-6,196,6,0,362,SVEG A 02327
SWM00002361-332-5,196,6,0,8,HARNOSAND 02361
SWM00002368-332-9,0,6,0,18,BRAMON 02368
SWM00002426-332-9,196,6,0,188,GUSTAVSFORS 02426
SWM00002444-332-3,196,6,0,70,FOLKARNA 02444
SWM00002450-332-11,0,6,0,4,EGGEGRUND 02450
SWM00002451-332-2,0,6,0,22,VASTRA BANKEN (AUT) 02451
SWM00002453-332-10,196,6,0,16,GAVLE/SANDVIKEN AIR FORCE BASE 02453
SWM00002462-332-6,196,6,0,13,UPPSALA UNIVERSITY 02462
SWM00002488-332-6,0,6,0,9,ORSKAR 02488
SWM00002489-332-7,0,6,0,3,BERGA 02489
SWM00002499-332-3,0,6,0,25,ALMAGRUNDET 02499
SWM00002501-332-7,0,6,0,24,VADEROARNA 02501
SWM00002505-332-8,0,6,0,16,MASESKAR 02505
SWM00002516-332-8,0,6,0,19,VINGA 02516
SWM00002530-332-2,196,6,0,50,NASHUVUD 02530
SWM00002544-332-10,196,6,0,94,KARLSBORG 02544
SWM00002563-332-10,0,6,0,18,HARSTENA 02563
SWM00002570-332-3,196,6,0,33,NORRKOPING/BRAVALLA 02570
SWM00002584-332-4,0,6,0,12,GOTSKA SANDON 02584
SWM00002588-332-4,0,6,0,8,FARO ISLAND 02588
SWM00002591-332-5,196,6,0,47,VISBY AEROLOGISKA STATION 02591
SWM00002592-332-4,0,6,0,4,OLANDS NORRA UDDE 02592
SWM00002595-332-6,196,6,0,35,ROMA 02595
SWM00002606-332-2,0,6,0,72,KULLEN (LGT-H) 02606
SWM00002622-332-12,196,6,0,148,LJUNGBY 02622
SWM00002625-332-6,0,6,0,5,SKILLINGE 02625
SWM00002628-332-8,0,6,0,60,HANO 02628
SWM00002632-332-9,0,6,0,3,UTKLIPPAN 02632
SWM00002638-332-2,0,6,0,5,SMYGEHUK (LGT-H) 02638
SWM00002644-332-5,0,6,0,3,OLANDS SODRA UDDE 02644
SWM00002670-332-11,196,6,0,4,KALMAR 02670
SWU00045067-332-1,196,6,0,122,FALUN SWEDEN 00506
SWU00045075-332-1,0,6,0,13,LANDSORT SWEDEN 00507
SWU00052052-332-1,196,6,0,337,KVIKKJOKK SWEDEN 00205
SWUE0052230-332-1,0,6,0,5,FALSTERBO
SWUE0052510-332-1,196,6,0,11,RJA
SWUE0053260-332-1,196,6,0,13,YSTAD
SWUE0053390-332-1,196,6,0,10,ALNARPFRUKTAVDELNING
SWUE0054300-332-1,196,6,0,55,BOLLERUP
SWUE0062180-332-1,196,6,0,20,BARKKRA
SWUE0066040-332-1,0,6,0,1,LANDSSDRAGRUND
SWUE0071360-332-1,0,6,0,1,TRUBADUREN
SWUE0071430-332-1,196,6,0,3,TORSLANDA
SWUE0072120-332-1,196,6,0,100,FAGERED
SWUE0072560-332-1,196,6,0,70,ALINGSSD
SWUE0073270-332-1,196,6,0,150,AXELFORS
SWUE0075140-332-1,196,6,0,80,BLANKASTRM
SWUE0075280-332-1,196,6,0,210,ARVINGETORP
SWUE0075480-332-1,196,6,0,250,ASKERYD
SWUE0076470-332-1,0,6,0,5,VSTERVIK
SWUE0076590-332-1,196,6,0,50,VERUM
SWUE0085040-332-1,196,6,0,160,MALEXANDER
SWUE0085160-332-1,196,6,0,100,BJRKA-SBY
SWUE0087360-332-1,0,6,0,25,GUSTAFDALENA
SWUE0092040-332-1,196,6,0,100,BENGTSFORSD
SWUE0092480-332-1,196,6,0,125,ADOLFSFORS
SWUE0094170-332-1,196,6,0,148,VILLINGSBERG
SWUE0099330-332-1,0,6,0,1,SVENSKABJRN
SWUE0099450-332-1,0,6,0,5,SDERARMA
SWUE0106080-332-1,196,6,0,125,BJURFORS
SWUE0113410-332-1,196,6,0,435,SRNA
SWUE0114010-332-1,196,6,0,170,MORA
SWUE0115230-332-1,196,6,0,189,EDSBYN
SWUE0116160-332-1,196,6,0,50,BERGVIK
SWUE0117330-332-1,0,6,0,20,AG
SWUE0133470-332-1,196,6,0,450,VERNG
SWUE0133570-332-1,196,6,0,680,STORASTENSJN
SWUE0136010-332-1,196,6,0,165,BISPGRDEN
SWUE0139340-332-1,196,6,0,22,NORDMALING
SWUE0139540-332-1,196,6,0,87,VNNS
SWUE0139560-332-1,196,6,0,178,BJURHOLM
SWUE0140200-332-1,0,6,0,24,SYDOSTBROTTEN
SWUE0145500-332-1,196,6,0,530,AVASJ-BORGAFJLLD
SWUE0149160-332-1,196,6,0,181,HLLNS-LUND
SWUE0154860-332-1,196,6,0,665,ABELVATTNET
SWUE0155710-332-1,196,6,0,540,BLAIKLIDEN
SWUE0158850-332-1,196,6,0,453,STORBERG
SWUE0158900-332-1,196,6,0,420,BERGNSUDDEN
SWUE0159970-332-1,196,6,0,342,SUDDESJAUR
SWUE0160800-332-1,196,6,0,220,FAGERHEDEN
SWUE0162800-332-1,0,6,0,1,FARSTUGRUNDEN
SWUE0167710-332-1,196,6,0,428,ARJEPLOGA
SWUE0169880-332-1,196,6,0,260,JOKKMOKK
SWUE0171700-332-1,196,6,0,25,VRESVARTLD
SWUE0178740-332-1,196,6,0,530,AKTSE
SWUE0180750-332-1,196,6,0,393,MALMBERGET
SWUE0189740-332-1,196,6,0,480,BERGFORS
SXM00088903-220-1,89,3,0,3,GRYTVIKEN
SXM00088903-220-2,89,3,0,3,GRYTVIKEN
SXM00088903-220-3,89,3,0,3,GRYTVIKEN
SXM00088903-220-4,89,3,0,3,GRYTVIKEN
SXM00088903-220-5,89,3,0,3,GRYTVIKEN
SXM00088903-220-6,89,3,0,3,GRYTVIKEN
SXM00088903-220-7,89,3,0,3,GRYTVIKEN
SXM00088903-220-8,89,3,0,3,GRYTVIKEN
SXM00088903-220-9,89,3,0,3,GRYTVIKEN
SXA00889020-221-2,89,3,0,10,GRYTVIKEN/FLAT BLUF
SXA00889020-245-1,89,3,0,10,GRYTVIKEN/FLAT BLUF
SYM00040005-220-1,210,6,0,351,JARABLUS 40005
SYM00040005-220-2,210,6,0,351,JARABLUS 40005
SYM00040005-220-3,210,6,0,351,JARABLUS 40005
SYM00040009-220-2,223,6,0,349,TEL ABIADH 40009
SYM00040009-220-3,223,6,0,349,TEL ABIADH 40009
SYM00040009-220-4,223,6,0,349,TEL ABIADH 40009
SYM00040016-220-2,210,6,0,308,HASSAKAH 40016
SYM00040016-220-3,210,6,0,308,HASSAKAH 40016
SYM00040016-220-4,210,6,0,308,HASSAKAH 40016
SYM00040016-220-5,210,6,0,308,HASSAKAH 40016
SYM00040017-220-1,210,6,0,451,EDLEB 40017
SYM00040017-220-2,210,6,0,451,EDLEB 40017
SYM00040017-220-3,210,6,0,451,EDLEB 40017
SYM00040022-220-2,210,6,0,7,LATTAKIA 40022
SYM00040022-220-3,210,6,0,7,LATTAKIA 40022
SYM00040022-220-4,210,6,0,7,LATTAKIA 40022
SYM00040022-220-5,210,6,0,7,LATTAKIA 40022
SYM00040022-220-6,210,6,0,7,LATTAKIA 40022
SYM00040022-220-7,210,6,0,7,LATTAKIA 40022
SYM00040022-220-8,210,6,0,7,LATTAKIA 40022
SYM00040022-220-9,210,6,0,7,LATTAKIA 40022
SYM00040027-220-1,210,6,0,460,ETHERIA 40027
SYM00040027-220-2,210,6,0,460,ETHERIA 40027
SYM00040029-220-1,210,6,0,481,SALAMYA 40029
SYM00040029-220-2,210,6,0,481,SALAMYA 40029
SYM00040029-220-3,210,6,0,481,SALAMYA 40029
SYM00040030-220-2,210,6,0,303,HAMA 40030
SYM00040030-220-3,210,6,0,303,HAMA 40030
SYM00040030-220-4,210,6,0,303,HAMA 40030
SYM00040030-220-5,210,6,0,303,HAMA 40030
SYM00040030-220-6,210,6,0,303,HAMA 40030
SYM00040030-220-7,210,6,0,303,HAMA 40030
SYM00040030-220-8,210,6,0,303,HAMA 40030
SYM00040030-220-9,210,6,0,303,HAMA 40030
SYM00040039-220-2,210,6,0,246,RAQQA 40039
SYM00040039-220-3,210,6,0,246,RAQQA 40039
SYM00040039-220-4,210,6,0,246,RAQQA 40039
SYM00040039-220-5,210,6,0,246,RAQQA 40039
SYM00040039-220-6,210,6,0,246,RAQQA 40039
SYM00040039-220-7,210,6,0,246,RAQQA 40039
SYM00040039-220-8,210,6,0,246,RAQQA 40039
SYM00040050-220-1,210,6,0,5,TARTOUS 40050
SYM00040050-220-2,210,6,0,5,TARTOUS 40050
SYM00040050-220-3,210,6,0,5,TARTOUS 40050
SYM00040055-220-2,210,6,0,485,HOMS 40055
SYM00040055-220-3,210,6,0,485,HOMS 40055
SYM00040055-220-4,210,6,0,485,HOMS 40055
SYM00040055-220-5,210,6,0,485,HOMS 40055
SYM00040055-220-6,210,6,0,485,HOMS 40055
SYM00040055-220-7,210,6,0,485,HOMS 40055
SYM00040066-220-2,210,6,0,359,SAFITA 40066
SYM00040066-220-3,210,6,0,359,SAFITA 40066
SYM00040066-220-4,210,6,0,359,SAFITA 40066
SYM00040066-220-5,210,6,0,359,SAFITA 40066
